,비고,수업시간표,대학,교수이름,시간표,이수구분,온/오프
685,[동영상 콘텐츠],화B 목B,디지털미디어콘텐츠전공,류재형,영상특수효과론,전선,[동영상 콘텐츠]
686,[전환(화상)],수4 금3,미디어스쿨,정완규,디지털미디어법제,전선,[전환(화상)]
687,[전환(화상)],수4 금3,언론방송융합미디어전공,정완규,디지털미디어법제,전선,[전환(화상)]
688,[전환(화상)]2~4학년 대상,화1,디지털미디어콘텐츠전공,김윤정,3D게임디자인,전선,[전환(화상)]
689,[전환(화상)]2~4학년 대상,화1,미디어스쿨,김윤정,3D게임디자인,전선,[전환(화상)]
690,[전환(혼합)],월5,미디어스쿨,이승환,인터넷서비스디자인,전선,[전환(혼합)]
691,[전환(혼합)],월5,디지털미디어콘텐츠전공,이승환,인터넷서비스디자인,전선,[전환(혼합)]
692,[동영상 콘텐츠],화4,디지털미디어콘텐츠전공,고규홍,스토리텔링과디지털콘텐츠,전선,[동영상 콘텐츠]
693,[동영상 콘텐츠],화7,디지털미디어콘텐츠전공,고규홍,스토리텔링과디지털콘텐츠,전선,[동영상 콘텐츠]
694,[동영상 콘텐츠],화4,미디어스쿨,고규홍,스토리텔링과디지털콘텐츠,전선,[동영상 콘텐츠]
695,[동영상 콘텐츠],화7,미디어스쿨,고규홍,스토리텔링과디지털콘텐츠,전선,[동영상 콘텐츠]
696,[전환(화상)]DigitalGraphicDesign수강자는듣지말것,수1,미디어스쿨,김윤정,Fundamental Graphic Design,전선,[전환(화상)]
697,[전환(화상)]DigitalGraphicDesign수강자는듣지말것,수1,디지털미디어콘텐츠전공,김윤정,Fundamental Graphic Design,전선,[전환(화상)]
698,[전환(혼합)],수3,미디어스쿨,이승환,디지털북-캡스톤디자인,전선,[전환(혼합)]
699,[전환(혼합)],수3,디지털미디어콘텐츠전공,이승환,디지털북-캡스톤디자인,전선,[전환(혼합)]
700,,수7,미디어스쿨,권재웅,콘텐츠기획-캡스톤디자인,전선,[오프라인]
701,,수7,디지털미디어콘텐츠전공,권재웅,콘텐츠기획-캡스톤디자인,전선,[오프라인]
702,[전환(혼합)],월5,미디어스쿨,류재형,영상시나리오작법,전선,[전환(혼합)]
703,[전환(혼합)],월5,디지털미디어콘텐츠전공,류재형,영상시나리오작법,전선,[전환(혼합)]
704,[전환(혼합)],수7,미디어스쿨,이황석,디지털영상실습,전선,[전환(혼합)]
705,[전환(혼합)],수7,디지털미디어콘텐츠전공,이황석,디지털영상실습,전선,[전환(혼합)]
706,[전환(동영상)],화C 목C,미디어스쿨,이푸름,커뮤니케이션개론,공통전필,[전환(동영상)]
707,[전환(동영상)],화F 목F,미디어스쿨,이푸름,커뮤니케이션개론,공통전필,[전환(동영상)]
708,,월6,광고홍보학과,김찬,캡스톤디자인-모바일콘텐츠와 바이럴광고 제작실습,전선,[오프라인]
709,[전환(화상)]복수전공생들만 신청 하세요,화E 목E,광고홍보학과,홍석민,광고홍보의이해,전필,[전환(화상)]
710,[전환(화상)],월10,경영학과,한재훈,창의성과혁신,전선,[전환(화상)]
711,[전환(화상)],수4,경영학과,김익환,캡스톤디자인,전선,[전환(화상)]
712,[전환(동영상)],화B 목B,식품영양학과,심재훈,공중보건학,전선,[전환(동영상)]
713,[전환(화상)],화A 목A,미디어스쿨,이황석,영상미학과비평,전선,[전환(화상)]
714,[전환(화상)],화A 목A,언론방송융합미디어전공,이황석,영상미학과비평,전선,[전환(화상)]
715,[전환(화상)],화A 목A,미디어스쿨,송현주,미디어스토리텔링기초,공통전선,[전환(화상)]
716,[전환(화상)],월6 수5,미디어스쿨,송현주,미디어스토리텔링기초,공통전선,[전환(화상)]
717,[실시간 화상강의],월7,미디어스쿨,김현영,미디어스피치와발표,전선,[실시간 화상강의]
718,[실시간 화상강의],월7,언론방송융합미디어전공,김현영,미디어스피치와발표,전선,[실시간 화상강의]
719,[전환(화상)],화A 목A,미디어스쿨,최영재,대통령과언론:이슈관리,전선,[전환(화상)]
720,[전환(화상)],화A 목A,언론방송융합미디어전공,최영재,대통령과언론:이슈관리,전선,[전환(화상)]
721,[전환(혼합)],월7,미디어스쿨,이황석,영상편집2:애프터이펙트,전선,[전환(혼합)]
722,[전환(혼합)],월7,언론방송융합미디어전공,이황석,영상편집2:애프터이펙트,전선,[전환(혼합)]
723,,월5,언론방송융합미디어전공,심훈,인터뷰실습,전선,[오프라인]
724,,월5,미디어스쿨,심훈,인터뷰실습,전선,[오프라인]
725,,월1,언론방송융합미디어전공,송현주,논픽션스토리텔링,전선,[오프라인]
726,,월1,미디어스쿨,송현주,논픽션스토리텔링,전선,[오프라인]
727,[전환(화상)],화4,미디어스쿨,신동욱,한류문화산업의이해,공통전선,[전환(화상)]
728,[전환(혼합)],월5,언론방송융합미디어전공,정연구,인쇄매체기초: 인디자인,전선,[전환(혼합)]
729,[전환(혼합)],월5,미디어스쿨,정연구,인쇄매체기초: 인디자인,전선,[전환(혼합)]
730,[전환(화상)],월5,미디어스쿨,김신동,독서와토론2:대중문화,공통전선,[전환(화상)]
731,[전환(동영상)],월9,나노융합스쿨,한동욱,나노과학개론,공통전선,[전환(동영상)]
732,[전환(동영상)],화D 목D,나노융합스쿨,한동욱,공학수학1,공통전선,[전환(동영상)]
733,[전환(동영상)],월3,나노융합스쿨,장문규,나노공정,공통전선,[전환(동영상)]
734,,금5,나노융합스쿨,한동욱,반도체디스플레이실험1,공통전필,[오프라인]
735,,금5,나노융합스쿨,박두재,반도체디스플레이실험1,공통전필,[오프라인]
736,,금5,나노융합스쿨,장문규,반도체디스플레이실험1,공통전필,[오프라인]
737,[전환(혼합)],월3,나노융합스쿨,박두재,기기제어기초및실습,공통전선,[전환(혼합)]
738,[전환(동영상)],목9,나노융합스쿨,고재현,콜로키움1,공통전선,[전환(동영상)]
739,[전환(동영상)],화E 목E,나노융합스쿨,남기봉,CAD,공통전선,[전환(동영상)]
740,[전환(동영상)],화B 목B,나노융합스쿨,박두재,논리회로,공통전선,[전환(동영상)]
741,[전환(혼합)],월6,나노융합스쿨,남기봉,기하광학및실험,전선,[전환(혼합)]
742,[전환(혼합)],월6,디스플레이전공,남기봉,기하광학및실험,전선,[전환(혼합)]
743,[전환(동영상)],화A 목A,디스플레이전공,고재현,디스플레이공학2,전선,[전환(동영상)]
744,[전환(동영상)],화A 목A,나노융합스쿨,고재현,디스플레이공학2,전선,[전환(동영상)]
745,[전환(동영상)],화B 목B,디스플레이전공,고재현,광분석기기,전선,[전환(동영상)]
746,[전환(동영상)],화B 목B,나노융합스쿨,고재현,광분석기기,전선,[전환(동영상)]
747,,금1,디스플레이전공,남기봉,광학설계,전선,[오프라인]
748,,금1,나노융합스쿨,남기봉,광학설계,전선,[오프라인]
749,[전환(동영상)],화D 목D,나노융합스쿨,장문규,반도체공학2,전선,[전환(동영상)]
750,[전환(동영상)],화D 목D,반도체전공,장문규,반도체공학2,전선,[전환(동영상)]
751,[전환(동영상)],월5,일송자유교양대학,노재옥,일반수학및실습2,기초,[전환(동영상)]
752,,수4 금3,금융정보통계학과,김동일,고급수학II,전선,[오프라인]
753,[전환(동영상)],화F 목F,금융정보통계학과,노재옥,미분기하학II,전선,[전환(동영상)]
754,[전환(동영상)],월7,금융정보통계학과,김상옥,복소수함수론II,전선,[전환(동영상)]
755,[전환(동영상)],화E 목E,금융정보통계학과,노재옥,위상수학II,전선,[전환(동영상)]
756,[전환(동영상)],화D 목D,나노융합스쿨,원혜경,전자기학II,공통전선,[전환(동영상)]
757,[전환(동영상)],월7,나노융합스쿨,원혜경,고체물리학,공통전선,[전환(동영상)]
758,,금1,화학과,이정태,유기화학실험,전선,[오프라인]
759,[전환(화상)],월10,화학과,이정태,유기화학II,전선,[전환(화상)]
760,,금5,화학과,손정인,물리화학실험,전선,[오프라인]
761,[전환(화상)],월7,화학과,이우람,무기화학II,전선,[전환(화상)]
762,,화A 목A,화학과,이정태,유기반응의이해,전선,[오프라인]
763,[전환(동영상)],화D 목D,화학과,손정인,고분자화학,전선,[전환(동영상)]
764,,화F 목F,화학과,NIMSE SATISH BALASAHEB,화학원서강독,전선,[오프라인]
765,[전환(동영상)],월5,화학과,전종갑,유기합성,전선,[전환(동영상)]
766,[전환(동영상)],화E 목E,화학과,NIMSE SATISH BALASAHEB,천연물화학,전선,[전환(동영상)]
767,[전환(동영상)],화E 목E,화학과,김상철,분석화학II,전선,[전환(동영상)]
768,[전환(혼합)],화A 수3,화학과,김상철,기초화학및실험II,전선,[전환(혼합)]
769,[전환(혼합)],화A 수5,화학과,김상철,기초화학및실험II,전선,[전환(혼합)]
770,[전환(혼합)],화A 수7,화학과,김상철,기초화학및실험II,전선,[전환(혼합)]
771,,수7,산학협력단,김준국,창업과세금,일반선택,[오프라인]
772,[전환(동영상)],화7,산학협력단,이종석,지식재산 정보검색,일반선택,[전환(동영상)]
773,[전환(동영상)],수7,일송자유교양대학,김선홍,창업특허 및 디자인 전략,일반교양,[전환(동영상)]
774,,목7,산학협력단,박지현,벤처기업창업론,일반선택,[오프라인]
775,[전환(화상)],화D 목D,바이오메디컬학과,조윤신,질환유전체학개론,전선,[전환(화상)]
776,,,산학협력단,미정,창업현장실습Ⅰ,일반선택,[오프라인]
777,,,산학협력단,미정,창업현장실습Ⅱ,일반선택,[오프라인]
778,,,산학협력단,미정,창업현장실습Ⅲ,일반선택,[오프라인]
779,,,산학협력단,미정,창업현장실습Ⅳ,일반선택,[오프라인]
780,,,산학협력단,미정,창업현장실습Ⅴ,일반선택,[오프라인]
781,[전환(동영상)],월5,생명과학과,정동훈,식물생리학및실험,전선,[전환(동영상)]
782,[전환(혼합)],수7,생명과학과,김경원,동물생리학및실험,전선,[전환(혼합)]
783,[전환(동영상)],화D 목D,생명과학과,정동훈,기초분자생물학,전선,[전환(동영상)]
784,[전환(화상)],화B 목B,생명과학과,김영동,생명과학II,전선,[전환(화상)]
785,,수7,생명과학과,임원균,헬스케어제품의생리효능평가,전선,[오프라인]
786,[전환(동영상)],화B 목B,생명과학과,김봉수,Human Microbiome,전선,[전환(동영상)]
787,[전환(화상)],화10,생명과학과,전성호,생물교육론,전선,[전환(화상)]
788,[전환(혼합)],월5,데이터과학융합스쿨,김윤태,통계적방법론:추정과검정,공통전선,[전환(혼합)]
789,[전환(동영상)],화2,데이터과학융합스쿨,이기원,데이터분석사례연구,전선,[전환(동영상)]
790,[전환(동영상)],월1,데이터과학융합스쿨,이기원,응용프로그래밍:R,공통전선,[전환(동영상)]
791,[전환(동영상)],월1,데이터과학융합스쿨,이기원,응용프로그래밍:R,공통전선,[전환(동영상)]
792,[플립러닝],화5,소프트웨어융합대학,이정근,컴퓨터구조,공통전선,[플립러닝]
793,[플립러닝],수7,소프트웨어융합대학,이정근,컴퓨터구조,공통전선,[플립러닝]
794,,월5,소프트웨어융합대학,김백섭,머신러닝,공통전선,[오프라인]
795,,화7,전자공학과,방성근,전자기학,전선,[오프라인]
796,[전환(동영상)],월3,소프트웨어융합대학,김태운,시스템프로그래밍,공통전선,[전환(동영상)]
797,[전환(동영상)],화A 목A,화학과,NIMSE SATISH BALASAHEB,중급유기화학,전선,[전환(동영상)]
798,[전환(동영상)],수7,소프트웨어융합대학,김은주,웹프로그래밍,공통전선,[전환(동영상)]
799,[전환(동영상)],수3,소프트웨어융합대학,김은주,웹프로그래밍,공통전선,[전환(동영상)]
800,[플립러닝],월3,소프트웨어융합대학,신미영,C++프로그래밍,공통전선,[플립러닝]
801,[전환(동영상)],월7,소프트웨어융합대학,김은주,C++프로그래밍,공통전선,[전환(동영상)]
802,[전환(동영상)],수3,소프트웨어융합대학,이재영,모바일프로그래밍,공통전선,[전환(동영상)]
803,[블렌디드],화7,소프트웨어융합대학,주한규,자바프로그래밍Ⅰ,공통전선,[블렌디드]
804,[전환(동영상)],월5,소프트웨어융합대학,김은주,자바프로그래밍Ⅰ,공통전선,[전환(동영상)]
805,[전환(동영상)],화3,소프트웨어융합대학,김동회,자바프로그래밍Ⅱ,공통전선,[전환(동영상)]
806,[전환(동영상)],월3,소프트웨어융합대학,김동회,자바프로그래밍Ⅱ,공통전선,[전환(동영상)]
807,[블렌디드],월5,소프트웨어융합대학,신미영,자바프로그래밍Ⅱ,공통전선,[블렌디드]
808,[블렌디드],수3,소프트웨어융합대학,신미영,자바프로그래밍Ⅱ,공통전선,[블렌디드]
809,[플립러닝],월5,소프트웨어융합대학,양은샘,자바프로그래밍Ⅱ,공통전선,[플립러닝]
810,[블렌디드],월5,소프트웨어융합대학,주한규,자바프로그래밍Ⅱ,공통전선,[블렌디드]
811,[전환(혼합)],화5,소프트웨어융합대학,김의직,임베디드시스템,공통전선,[전환(혼합)]
812,[전환(동영상)],화A 목A,바이오메디컬학과,한규형,유전자론,전선,[전환(동영상)]
813,[전환(동영상)],월5,바이오메디컬학과,박종국,RNA생물학,전선,[전환(동영상)]
814,[전환(혼합)],화10,바이오메디컬학과,박진서,바이러스학실험,전선,[전환(혼합)]
815,[전환(혼합)],목10,바이오메디컬학과,박진서,바이러스학실험,전선,[전환(혼합)]
816,[전환(혼합)],화10,바이오메디컬학과,최수영,고등생화학실험,전선,[전환(혼합)]
817,[전환(혼합)],목10,바이오메디컬학과,최수영,고등생화학실험,전선,[전환(혼합)]
818,[전환(동영상)],월5,바이오메디컬학과,한규형,유전질환과유전자치료,전선,[전환(동영상)]
819,[전환(동영상)],화E 목E,바이오메디컬학과,최수영,인체질환생화학,전선,[전환(동영상)]
820,[전환(동영상)],월7,바이오메디컬학과,박진서,바이러스학,전선,[전환(동영상)]
821,[전환(동영상)],화B 목B,바이오메디컬학과,최수영,생체대사생화학,전선,[전환(동영상)]
822,,월3,바이오메디컬학과,조윤신,생물정보학개론,전선,[오프라인]
823,[전환(혼합)],수10,바이오메디컬학과,조윤신,분자생물학실험,전선,[전환(혼합)]
824,[전환(혼합)],금10,바이오메디컬학과,조윤신,캡스톤디자인-의생명과학연구II,전선,[전환(혼합)]
825,[전환(동영상)],월1,식품영양학과,심재훈,식품학개론,전선,[전환(동영상)]
826,[전환(동영상)],수8 금7,식품영양학과,임순성,식품위생관계법규,전선,[전환(동영상)]
827,[전환(화상)],월5,식품영양학과,박소현,식이요법,전선,[전환(화상)]
828,[전환(동영상)],화E 목E,식품영양학과,임순성,식품화학II,전선,[전환(동영상)]
829,[전환(화상)],화D 목D,식품영양학과,박소현,고급영양학,전선,[전환(화상)]
830,[전환(동영상)],월2,식품영양학과,강일준,식품위생학,전선,[전환(동영상)]
831,,,식품영양학과,심재훈,영양사현장실습,전선,[오프라인]
832,[전환(동영상)],월7,식품영양학과,강영희,영양판정및실험,전선,[전환(동영상)]
833,[전환(동영상)],월7,식품영양학과,강영희,영양판정및실험,전선,[전환(동영상)]
834,[전환(화상)],화C 목C,식품영양학과,박경호,급식경영학,전선,[전환(화상)]
835,[전환(혼합)],월5,식품영양학과,임순성,식품영양기초화학및실험,전선,[전환(혼합)]
836,,,식품영양학과,심재훈,캡스톤디자인-식품영양연구및실험I,전선,[오프라인]
837,[전환(혼합)],화1,체육학과,허문영,육상II,전선,[전환(혼합)]
838,[전환(혼합)],화3,체육학과,허문영,육상II,전선,[전환(혼합)]
839,[전환(혼합)],금1,체육학과,허문영,육상II,전선,[전환(혼합)]
840,[전환(동영상)],수5,체육학과,곽창수,원서강독,전선,[전환(동영상)]
841,[전환(동영상)],수6 금5,체육학과,양정수,스포츠영양학,전선,[전환(동영상)]
842,,월3,체육학과,유신환,축구II,전선,[오프라인]
843,,수7,체육학과,유신환,축구II,전선,[오프라인]
844,[전환(동영상)],목5,체육학과,정동식,트레이닝론,전선,[전환(동영상)]
845,[전환(동영상)],금3,체육학과,이충일,한국체육사,전선,[전환(동영상)]
846,[전환(혼합)],목5,체육학과,이연주,수영II,전선,[전환(혼합)]
847,[전환(혼합)],목7,체육학과,이연주,수영II,전선,[전환(혼합)]
848,,월5,체육학과,최안나,체조(맨몸),전선,[오프라인]
849,,월7,체육학과,최안나,체조(맨몸),전선,[오프라인]
850,,수1,체육학과,박정석,농구(고급),전선,[오프라인]
851,,수3,체육학과,박정석,농구(고급),전선,[오프라인]
852,[전환(동영상)],월7,체육학과,양은석,스포츠심리학,전선,[전환(동영상)]
853,[전환(혼합)],화A 목A,체육학과,유신환,운동처방론,전선,[전환(혼합)]
854,[전환(동영상)],월3,체육학과,곽창수,운동역학,전선,[전환(동영상)]
855,,화7,체육학과,유신환,테니스II,전선,[오프라인]
856,,수5,체육학과,윤현기,태권도II,전선,[오프라인]
857,,월7,체육학과,윤현기,태권도II,전선,[오프라인]
858,,화3,체육학과,곽창수,골프II,전선,[오프라인]
859,[전환(혼합)],화5,체육학과,유신환,운동부하검사및체력육성,전선,[전환(혼합)]
860,,월7,체육학과,홍재승,캡스톤디자인:스포츠현장연구Ⅱ,전선,[오프라인]
861,[전환(혼합)],화B 목B,체육학과,유신환,건강.체력평가,전선,[전환(혼합)]
862,,수4 금3,체육학과,곽창수,캡스톤디자인:재활스포츠현장연구,전선,[오프라인]
863,[전환(동영상)],월1,체육학과,유신환,재활수중운동론,전선,[전환(동영상)]
864,,금7,체육학과,이연주,동계스포츠(설상Ⅱ),전선,[오프라인]
865,[전환(동영상)],화D 목D,체육학과,홍재승,스포츠시설론,전선,[전환(동영상)]
866,[전환(혼합)],수2 금1,체육학과,최경호,스포츠산업,전선,[전환(혼합)]
867,[전환(동영상)],목7,체육학과,서성훈,스포츠안전과심폐소생술,전선,[전환(동영상)]
868,,화7,체육학과,곽창수,배구(고급),전선,[오프라인]
869,,화C 목C,전자공학과,김점근,전자회로Ⅱ,전선,[오프라인]
870,[블렌디드],화5,소프트웨어융합대학,박지현,디지털신호처리,공통전선,[블렌디드]
871,[플립러닝],화5,소프트웨어융합대학,이은주,데이터통신,공통전선,[플립러닝]
872,[플립러닝],월1,소프트웨어융합대학,이은주,선형대수,공통전선,[플립러닝]
873,[플립러닝],월7,소프트웨어융합대학,이은주,선형대수,공통전선,[플립러닝]
874,[전환(동영상)],월1,소프트웨어융합대학,김유섭,선형대수,공통전선,[전환(동영상)]
875,[블렌디드],월1,소프트웨어융합대학,이선우,선형대수,공통전선,[블렌디드]
876,[블렌디드],월1,소프트웨어융합대학,김종대,선형대수,공통전선,[블렌디드]
877,[플립러닝],월1,소프트웨어융합대학,송성호,선형대수,공통전선,[플립러닝]
878,[블렌디드],화7,소프트웨어융합대학,김병정,C프로그래밍,공통전선,[블렌디드]
879,[플립러닝],화5,소프트웨어융합대학,양은샘,C프로그래밍,공통전선,[플립러닝]
880,[블렌디드],화1,소프트웨어융합대학,김진,C프로그래밍,공통전선,[블렌디드]
881,[전환(동영상)],화A 목A,나노융합스쿨,한동욱,결정구조및회절,전선,[전환(동영상)]
882,[전환(동영상)],화A 목A,반도체전공,한동욱,결정구조및회절,전선,[전환(동영상)]
883,[전환(동영상)],화B 목B,융합신소재공학전공,박민,상변화와미세조직,전선,[전환(동영상)]
884,[전환(동영상)],화B 목B,미래융합스쿨,박민,상변화와미세조직,전선,[전환(동영상)]
885,[전환(동영상)],화E 목E,미래융합스쿨,박민,바이오소재,전선,[전환(동영상)]
886,[전환(동영상)],화E 목E,융합신소재공학전공,박민,바이오소재,전선,[전환(동영상)]
887,[전환(동영상)],화D 목D,미래융합스쿨,박민,고분자소재,전선,[전환(동영상)]
888,[전환(동영상)],화D 목D,융합신소재공학전공,박민,고분자소재,전선,[전환(동영상)]
889,[전환(화상)],수4 금3,미래융합스쿨,박민,마이크로나노시스템,전선,[전환(화상)]
890,[전환(화상)],수4 금3,융합신소재공학전공,박민,마이크로나노시스템,전선,[전환(화상)]
891,,화F 목F,융합신소재공학전공,박민,신소재특강II,전선,[오프라인]
892,,화F 목F,미래융합스쿨,박민,신소재특강II,전선,[오프라인]
893,,월5,미래융합스쿨,박민,캡스톤디자인2,전선,[오프라인]
894,,월5,융합신소재공학전공,박민,캡스톤디자인2,전선,[오프라인]
895,[블렌디드],월7,전자공학과,배무호,회로이론및실험II,전선,[블렌디드]
896,[플립러닝],화3,전자공학과,이선우,마이크로컨트롤러기초,전선,[플립러닝]
897,[블렌디드],수7,전자공학과,배무호,초음파신호처리,전선,[블렌디드]
898,,화E 목E,전자공학과,이은주,송배전공학(종합설계),전선,[오프라인]
899,,화D 목D,전자공학과,방성근,전자물성학,전선,[오프라인]
900,,수7,전자공학과,박재훈,디스플레이종합설계,전선,[오프라인]
901,,수5,전자공학과,박재훈,반도체공정개론,전선,[오프라인]
902,[동영상 콘텐츠],온라인1,전자공학과,안재목,생체신호처리(종합설계),전선,[동영상 콘텐츠]
903,[플립러닝],금7,전자공학과,이은주,CAD활용기초,전선,[플립러닝]
904,[전환(화상)],수2 목2,환경생명공학과,정다운,공정양론,전선,[전환(화상)]
905,[전환(화상)],월3,환경생명공학과,박진용,환경공학개론,전선,[전환(화상)]
906,[전환(화상)],수8 금7,환경생명공학과,최성찬,환경오염물질분석,전선,[전환(화상)]
907,,화6,환경생명공학과,김승도,폐기물처리실험,전선,[오프라인]
908,,목6,환경생명공학과,박진용,폐수처리실험,전선,[오프라인]
909,[전환(화상)],화8 수5,환경생명공학과,박진용,유체역학,전선,[전환(화상)]
910,,월9,환경생명공학과,최성찬,전공세미나II,전선,[오프라인]
911,[전환(동영상)],목2,환경생명공학과,박경란,환경정책,전선,[전환(동영상)]
912,[전환(동영상)],월6,환경생명공학과,김정원,환경기초화학실험,전선,[전환(동영상)]
913,[전환(동영상)],월3,환경생명공학과,김정원,환경유기화학,전선,[전환(동영상)]
914,[전환(동영상)],수8,환경생명공학과,김종두,최근환경기술동향,전선,[전환(동영상)]
915,,,환경생명공학과,박진용,캡스톤디자인:환경생명공학실험 I,전선,[오프라인]
916,[전환(화상)],월7,환경생명공학과,정다운,생물학적폐수처리공학,전선,[전환(화상)]
917,[전환(화상)],수2 금1,언어청각학부,임덕환,청각기관해부및생리,공통전선,[전환(화상)]
918,[전환(혼합)],월7,언어병리학전공,하승희,조음음운장애,전선,[전환(혼합)]
919,[전환(화상)],화A 목A,언어병리학전공,배소영,언어발달장애,전선,[전환(화상)]
920,[전환(혼합)],화6,언어병리학전공,전진아,언어재활관찰,전선,[전환(혼합)]
921,,월1,언어병리학전공,전진아,언어진단실습-캡스톤디자인,전선,[오프라인]
922,,월1,언어병리학전공,이효주,언어진단실습-캡스톤디자인,전선,[오프라인]
923,,월8,언어병리학전공,전진아,언어재활실습I-캡스톤디자인,전선,[오프라인]
924,,월8,언어병리학전공,최지은,언어재활실습I-캡스톤디자인,전선,[오프라인]
925,[전환(화상)],화B 목B,언어병리학전공,이윤경,자폐범주장애언어재활,전선,[전환(화상)]
926,[전환(화상)],화C 목C,언어병리학전공,최지은,지적장애언어재활,전선,[전환(화상)]
927,[전환(화상)],화1,언어병리학전공,전진아,언어재활현장실무,전선,[전환(화상)]
928,[전환(혼합)],화8,언어병리학전공,전진아,의사소통장애진단평가,전선,[전환(혼합)]
929,[전환(화상)],화D 목D,언어병리학전공,윤지혜,노화와의사소통장애,전선,[전환(화상)]
930,[전환(화상)],월3,청각학전공,임덕환,Cochlear Implants & Special Hearing Aids,전선,[전환(화상)]
931,[전환(화상)],화D 목D,청각학전공,장현숙,장애아동의이해,전선,[전환(화상)]
932,[전환(화상)],월2 수7,청각학전공,한우재,Auditory Phonetics,전선,[전환(화상)]
933,[전환(화상)],월7,청각학전공,진인기,보청기평가및적합,전선,[전환(화상)]
934,,월5 수1,청각학전공,이현주,행동청능평가실습,전선,[오프라인]
935,,월6 수4,청각학전공,심상용,행동청능평가실습,전선,[오프라인]
936,[전환(혼합)],화7,청각학전공,심상용,청능재활실습,전선,[전환(혼합)]
937,,화1,청각학전공,오수희,청성유발전위평가실습,전선,[오프라인]
938,,화4,청각학전공,오수희,청성유발전위평가실습,전선,[오프라인]
939,[전환(화상)],화7,청각학전공,김진숙,청성유발전위평가,전선,[전환(화상)]
940,[프로젝트중심],수6 금5,청각학전공,진인기,보청기평가및적합실습,전선,[프로젝트중심]
941,[전환(동영상)],월5,소프트웨어융합대학,김유섭,텍스트정보처리,공통전선,[전환(동영상)]
942,[전환(동영상)],수3,소프트웨어융합대학,김태운,클라우드컴퓨팅,공통전선,[전환(동영상)]
943,[동영상 콘텐츠],온라인1,빅데이터전공,윤지희,빅데이터개론,공통전선,[동영상 콘텐츠]
944,[동영상 콘텐츠],온라인1,소프트웨어융합대학,윤지희,빅데이터개론,공통전선,[동영상 콘텐츠]
945,[전환(동영상)],온라인6,소프트웨어융합대학,이원철,빅데이터캡스톤디자인,공통전선,[전환(동영상)]
946,[플립러닝],화1,소프트웨어융합대학,이정,VR/AR/게임제작기초,공통전선,[플립러닝]
947,[플립러닝],화3,소프트웨어융합대학,이정,VR/AR/게임제작기초,공통전선,[플립러닝]
948,[플립러닝],화3,소프트웨어융합대학,김선정,VR/AR/게임제작기초,공통전선,[플립러닝]
949,[플립러닝],수3,소프트웨어융합대학,이정,증강현실기초및실습,공통전선,[플립러닝]
950,[플립러닝],월3,소프트웨어융합대학,김선정,게임프로그래밍,공통전선,[플립러닝]
951,[전환(동영상)],온라인7,소프트웨어융합대학,이원철,콘텐츠IT캡스톤디자인,공통전선,[전환(동영상)]
952,[플립러닝],화5,소프트웨어융합대학,허종욱,영상처리와딥러닝,공통전선,[플립러닝]
953,[플립러닝],화3,스마트IoT전공,노원종,디지털통신,공통전선,[플립러닝]
954,[플립러닝],화3,소프트웨어융합대학,노원종,디지털통신,공통전선,[플립러닝]
955,,화B 목B,소프트웨어융합대학,미정,네트워크보안,공통전선,[오프라인]
956,[전환(혼합)],화5,스마트IoT전공,김병정,IoT플랫폼설계,공통전선,[전환(혼합)]
957,[전환(혼합)],화5,소프트웨어융합대학,김병정,IoT플랫폼설계,공통전선,[전환(혼합)]
958,[전환(동영상)],온라인6,소프트웨어융합대학,김진국,스마트IoT캡스톤디자인,공통전선,[전환(동영상)]
959,,화E 목E,소프트웨어융합대학,미정,연구프로젝트II,공통전선,[오프라인]
960,[전환(동영상)],월4,소프트웨어융합대학,김진국,소프트웨어세미나IV,공통전선,[전환(동영상)]
961,[전환(동영상)],온라인7,소프트웨어융합대학,이원철,소프트웨어캡스톤디자인,공통전선,[전환(동영상)]
962,[전환(동영상)],월8,소프트웨어융합대학,김동회,소프트웨어세미나III,공통전선,[전환(동영상)]
963,,월3,소프트웨어융합대학,김진,소프트웨어특강II,공통전선,[오프라인]
964,[플립러닝],수7,소프트웨어융합대학,고영웅,오픈소스SW개발도구활용,공통전선,[플립러닝]
965,,화3,소프트웨어융합대학,엄상용,컴파일러구성,공통전선,[오프라인]
966,[플립러닝],월5,소프트웨어융합대학,송성호,파이썬과학프로그래밍기초,공통전선,[플립러닝]
967,[블렌디드],화3,소프트웨어융합대학,김병정,파이썬과학프로그래밍기초,공통전선,[블렌디드]
968,[블렌디드],화5,소프트웨어융합대학,이선우,파이썬과학프로그래밍기초,공통전선,[블렌디드]
969,[블렌디드],화3,소프트웨어융합대학,주한규,알고리즘,공통전선,[블렌디드]
970,[블렌디드],수7,소프트웨어융합대학,송창근,알고리즘,공통전선,[블렌디드]
971,[블렌디드],화5,소프트웨어융합대학,김진,알고리즘,공통전선,[블렌디드]
972,[블렌디드],월5,소프트웨어융합대학,김진,알고리즘,공통전선,[블렌디드]
973,[블렌디드],수3,소프트웨어융합대학,윤지희,데이터베이스,공통전선,[블렌디드]
974,[블렌디드],수7,소프트웨어융합대학,윤지희,데이터베이스,공통전선,[블렌디드]
975,[전환(동영상)],화7,소프트웨어융합대학,김동회,오픈소스SW의이해,공통전선,[전환(동영상)]
976,[전환(동영상)],화5,소프트웨어융합대학,김동회,오픈소스리눅스실무,공통전선,[전환(동영상)]
